run_name,arc_features,arc_encoder_blocks,arc_latent_volume,arc_num_params,arc_skip,arc_pool_mode,arc_up_mode,arc_addition,arc_skip,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
model_n4-2-n8-0-p-max-up-transpose-add-cat-skip1,"[4, 4, 4]",2,128.0,820,1,max,transpose,cat,1,0.044129956016937893,0.04301999323070049,0.046357630752027035,0.9649539758006108,0.9716379751322954,0.961854784450762,0.9716379751322954,0.9649539758006108,0.961854784450762,0.0,0.0,0.0
model_n4-2-n8-0-p-max-up-transpose-add-cat-skip0,"[4, 4, 4]",2,128.0,724,0,max,transpose,cat,0,0.15128238548835118,0.14452116191387177,0.14915218576788902,0.34208945778502026,0.35714981062860657,0.35407071309635696,0.3571498106286065,0.34208945778502026,0.35407071309635696,0.0,0.0,0.0
model_n4-2-n8-0-p-max-up-transpose-add-sum-skip1,"[4, 4, 4]",2,128.0,724,1,max,transpose,sum,1,0.05999020698169867,0.054970222525298595,0.058770098723471165,0.9237276440350712,0.9131839213972268,0.9164127238665942,0.9131839213972268,0.9237276440350712,0.9164127238665942,0.0,0.0,0.0
model_n4-2-n8-0-p-max-up-transpose-add-sum-skip0,"[4, 4, 4]",2,128.0,724,0,max,transpose,sum,0,0.15128238548835118,0.14452116191387177,0.14915218576788902,0.34208945778502026,0.35714981062860657,0.35407071309635696,0.3571498106286065,0.34208945778502026,0.35407071309635696,0.0,0.0,0.0
model_n4-2-n8-0-p-avg-up-upsample-add-cat-skip1,"[4, 4, 4]",2,128.0,716,1,avg,upsample,cat,1,0.05500696264207363,0.05300264619290829,0.055071115493774414,0.7673203486078519,0.7787218836750676,0.758042614435591,0.7787218836750676,0.7673203486078519,0.7580426144355911,0.0,0.0,0.0
model_n4-2-n8-0-p-avg-up-upsample-add-cat-skip0,"[4, 4, 4]",2,128.0,620,0,avg,upsample,cat,0,0.1469013974070549,0.14162226393818855,0.14626706764101982,0.38061222144898943,0.3919993187268285,0.36596608202079406,0.39199931872682847,0.38061222144898943,0.36596608202079395,0.0,0.0,0.0
model_n4-2-n8-0-p-avg-up-upsample-add-sum-skip1,"[4, 4, 4]",2,128.0,660,1,avg,upsample,sum,1,0.08625335842370987,0.07959744334220886,0.07841864600777626,0.7059115675793886,0.6939749668145738,0.7192784797260884,0.6939749668145738,0.7059115675793886,0.7192784797260883,0.0,0.0,0.0
model_n4-2-n8-0-p-avg-up-upsample-add-sum-skip0,"[4, 4, 4]",2,128.0,620,0,avg,upsample,sum,0,0.14675917973121008,0.14192820340394974,0.1461123712360859,0.3762625358409821,0.39315219646391386,0.3692982413754772,0.3931521964639139,0.3762625358409821,0.3692982413754772,0.0,0.0,0.0
model_n4-2-n8-0-p-avg-up-transpose-add-cat-skip1,"[4, 4, 4]",2,128.0,820,1,avg,transpose,cat,1,0.041916344811518985,0.042924538254737854,0.04550713673233986,0.9742882751776692,0.9771187883259657,0.9619804192907098,0.9771187883259657,0.9742882751776692,0.9619804192907098,0.0,0.0,0.0
model_n4-2-n8-0-p-avg-up-transpose-add-cat-skip0,"[4, 4, 4]",2,128.0,724,0,avg,transpose,cat,0,0.1493327741821607,0.14317596703767776,0.14685001596808434,0.3650354905390357,0.37421621515615267,0.3618844831374872,0.37421621515615267,0.3650354905390357,0.3618844831374873,0.0,0.0,0.0
model_n4-2-n8-0-p-avg-up-transpose-add-sum-skip1,"[4, 4, 4]",2,128.0,724,1,avg,transpose,sum,1,0.059368250767389934,0.05538615770637989,0.057957785204052925,0.8687180121918213,0.8657742449416176,0.8681990357503055,0.8657742449416176,0.8687180121918212,0.8681990357503055,0.0,0.0,0.0
model_n4-2-n8-0-p-avg-up-transpose-add-sum-skip0,"[4, 4, 4]",2,128.0,724,0,avg,transpose,sum,0,0.1493327741821607,0.14317596703767776,0.14685001596808434,0.3650354905390357,0.37421621515615267,0.3618844831374872,0.37421621515615267,0.3650354905390357,0.3618844831374873,0.0,0.0,0.0
model_n4-1-n8-2-p-max-up-upsample-add-cat-skip1,"[4, 4, 8, 8]",3,128.0,2036,1,max,upsample,cat,1,0.009944742855926355,0.007419684669002891,0.00746818061452359,0.9926427404155022,0.9865804197640866,0.9922663149088821,0.9865804197640866,0.9926427404155022,0.9922663149088821,0.0,0.0,0.0
model_n4-1-n8-2-p-max-up-upsample-add-cat-skip0,"[4, 4, 8, 8]",3,128.0,1748,0,max,upsample,cat,0,0.14380092521508533,0.139739777892828,0.14508645236492157,0.38947357585345477,0.4143730061932825,0.36905923509419736,0.4143730061932825,0.38947357585345477,0.36905923509419736,0.0,0.0,0.0
model_n4-1-n8-2-p-max-up-upsample-add-sum-skip1,"[4, 4, 8, 8]",3,128.0,1828,1,max,upsample,sum,1,0.06033057644963265,0.05753834452480078,0.05966028105467558,0.764711057543416,0.7763002346132406,0.7560107739336496,0.7763002346132405,0.764711057543416,0.7560107739336497,0.0,0.0,0.0
model_n4-1-n8-2-p-max-up-upsample-add-sum-skip0,"[4, 4, 8, 8]",3,128.0,1748,0,max,upsample,sum,0,0.14373020480076473,0.13944338634610176,0.14534876495599747,0.38461297550387663,0.41588139579068367,0.36580045494376695,0.41588139579068367,0.38461297550387663,0.36580045494376695,0.0,0.0,0.0
model_n4-1-n8-2-p-max-up-transpose-add-cat-skip1,"[4, 4, 8, 8]",3,128.0,2340,1,max,transpose,cat,1,0.017251733380059402,0.016552302055060863,0.017377141397446394,0.9980125001856132,0.9968624708092619,0.9968094221872404,0.9968624708092619,0.9980125001856132,0.9968094221872404,0.0,0.0,0.0
model_n4-1-n8-2-p-max-up-transpose-add-cat-skip0,"[4, 4, 8, 8]",3,128.0,2052,0,max,transpose,cat,0,0.13915983190139133,0.139517430216074,0.14319216459989548,0.3890186808786152,0.4424592669432459,0.3818478891930319,0.4424592669432459,0.3890186808786152,0.38184788919303186,0.0,0.0,0.0
model_n4-1-n8-2-p-max-up-transpose-add-sum-skip1,"[4, 4, 8, 8]",3,128.0,2052,1,max,transpose,sum,1,0.009280783248444398,0.00863667344674468,0.008852182421833277,0.9997542941797627,0.999715779276337,0.9997825750578907,0.999715779276337,0.9997542941797627,0.9997825750578907,0.0,0.0,0.0
model_n4-1-n8-2-p-max-up-transpose-add-sum-skip0,"[4, 4, 8, 8]",3,128.0,2052,0,max,transpose,sum,0,0.13915983190139133,0.139517430216074,0.14319216459989548,0.3890186808786152,0.4424592669432459,0.3818478891930319,0.4424592669432459,0.3890186808786152,0.38184788919303186,0.0,0.0,0.0
model_n4-1-n8-2-p-avg-up-upsample-add-cat-skip1,"[4, 4, 8, 8]",3,128.0,2036,1,avg,upsample,cat,1,0.007734706159681082,0.006372090079821646,0.00533543957863003,0.9972685356582474,0.9941692432761552,0.9994250599776966,0.9941692432761552,0.9972685356582474,0.9994250599776966,0.0,0.0,0.0
model_n4-1-n8-2-p-avg-up-upsample-add-cat-skip0,"[4, 4, 8, 8]",3,128.0,1748,0,avg,upsample,cat,0,0.14301929672559102,0.139088224619627,0.14394095912575722,0.39568679249251987,0.4200126428375487,0.37670348875059356,0.42001264283754874,0.3956867924925198,0.3767034887505936,0.0,0.0,0.0
model_n4-1-n8-2-p-avg-up-upsample-add-sum-skip1,"[4, 4, 8, 8]",3,128.0,1828,1,avg,upsample,sum,1,0.07707619120677313,0.07412873208522797,0.07833857834339142,0.7508302192298864,0.762208763369822,0.7410278396737546,0.762208763369822,0.7508302192298864,0.7410278396737546,0.0,0.0,0.0
model_n4-1-n8-2-p-avg-up-upsample-add-sum-skip0,"[4, 4, 8, 8]",3,128.0,1748,0,avg,upsample,sum,0,0.14269814342260362,0.13929306343197823,0.14390522614121437,0.39235856761781973,0.42157968114398253,0.38091076972428545,0.42157968114398253,0.39235856761781973,0.38091076972428545,0.0,0.0,0.0
model_n4-1-n8-2-p-avg-up-transpose-add-cat-skip1,"[4, 4, 8, 8]",3,128.0,2340,1,avg,transpose,cat,1,0.015317820633451143,0.014229759341105819,0.014991655014455318,0.998656395080166,0.9978956133457735,0.9983862530396763,0.9978956133457735,0.998656395080166,0.9983862530396763,0.0,0.0,0.0
model_n4-1-n8-2-p-avg-up-transpose-add-cat-skip0,"[4, 4, 8, 8]",3,128.0,2052,0,avg,transpose,cat,0,0.13853204449017842,0.13659457117319107,0.14033512771129608,0.4209471044280079,0.44490758322003326,0.3943551574675109,0.44490758322003326,0.4209471044280079,0.3943551574675109,0.0,0.0,0.0
model_n4-1-n8-2-p-avg-up-transpose-add-sum-skip1,"[4, 4, 8, 8]",3,128.0,2052,1,avg,transpose,sum,1,0.010986408529182276,0.010286219883710146,0.010352942161262035,0.9995930409314258,0.9994024817162439,0.9994502765206978,0.9994024817162439,0.9995930409314258,0.9994502765206978,0.0,0.0,0.0
model_n4-1-n8-2-p-avg-up-transpose-add-sum-skip0,"[4, 4, 8, 8]",3,128.0,2052,0,avg,transpose,sum,0,0.13853204449017842,0.13659457117319107,0.14033512771129608,0.4209471044280079,0.44490758322003326,0.3943551574675109,0.44490758322003326,0.4209471044280079,0.3943551574675109,0.0,0.0,0.0
model_n4-1-n8-1-p-max-up-upsample-add-cat-skip1,"[4, 4, 8]",2,256.0,980,1,max,upsample,cat,1,0.03461745828390121,0.0310691031627357,0.03298263903707266,0.9455413041363638,0.9465592197125303,0.936432662082903,0.9465592197125303,0.9455413041363638,0.936432662082903,0.0,0.0,0.0
model_n4-1-n8-1-p-max-up-upsample-add-cat-skip0,"[4, 4, 8]",2,256.0,884,0,max,upsample,cat,0,0.13920355935891468,0.1345049999654293,0.13954468443989754,0.42995041124285016,0.44639586096113654,0.4060903520525682,0.44639586096113654,0.42995041124285016,0.40609035205256827,0.0,0.0,0.0
model_n4-1-n8-1-p-max-up-upsample-add-sum-skip1,"[4, 4, 8]",2,256.0,892,1,max,upsample,sum,1,0.0529219463467598,0.051092433743178844,0.05310155916959047,0.7678467393595194,0.7795863318756245,0.758437922410721,0.7795863318756245,0.7678467393595194,0.758437922410721,0.0,0.0,0.0
model_n4-1-n8-1-p-max-up-upsample-add-sum-skip0,"[4, 4, 8]",2,256.0,884,0,max,upsample,sum,0,0.13921113262573878,0.13442297652363777,0.1396094188094139,0.42946823663537725,0.4467797151142715,0.408319996731758,0.4467797151142715,0.42946823663537725,0.408319996731758,0.0,0.0,0.0
model_n4-1-n8-1-p-max-up-transpose-add-cat-skip1,"[4, 4, 8]",2,256.0,1084,1,max,transpose,cat,1,0.006562977004796267,0.006742956233210862,0.006487989332526922,0.9995905834745041,0.999198493866612,0.9994739343142903,0.999198493866612,0.9995905834745041,0.9994739343142903,0.0,0.0,0.0
model_n4-1-n8-1-p-max-up-transpose-add-cat-skip0,"[4, 4, 8]",2,256.0,988,0,max,transpose,cat,0,0.13001074170072874,0.12469888478517532,0.12973050773143768,0.4145704700761733,0.43507249692323424,0.40050149875260965,0.43507249692323424,0.4145704700761733,0.4005014987526096,0.0,0.0,0.0
model_n4-1-n8-1-p-max-up-transpose-add-sum-skip1,"[4, 4, 8]",2,256.0,988,1,max,transpose,sum,1,0.009092695669581492,0.007930747931823134,0.008293905993923545,0.9924640683219863,0.9906179526610276,0.9900983739947777,0.9906179526610276,0.9924640683219863,0.9900983739947777,0.0,0.0,0.0
model_n4-1-n8-1-p-max-up-transpose-add-sum-skip0,"[4, 4, 8]",2,256.0,988,0,max,transpose,sum,0,0.13001074170072874,0.12469888478517532,0.12973050773143768,0.4145704700761733,0.43507249692323424,0.40050149875260965,0.43507249692323424,0.4145704700761733,0.4005014987526096,0.0,0.0,0.0
model_n4-1-n8-1-p-avg-up-upsample-add-cat-skip1,"[4, 4, 8]",2,256.0,980,1,avg,upsample,cat,1,0.041972017660737035,0.03926637023687363,0.04126883577555418,0.9307734164027044,0.9228585516980939,0.9232455729604883,0.9228585516980939,0.9307734164027044,0.9232455729604881,0.0,0.0,0.0
model_n4-1-n8-1-p-avg-up-upsample-add-cat-skip0,"[4, 4, 8]",2,256.0,884,0,avg,upsample,cat,0,0.14225506087144216,0.13760150223970413,0.14184023439884186,0.42930630597982294,0.44335101525098836,0.41059668971759733,0.44335101525098836,0.42930630597982294,0.41059668971759733,0.0,0.0,0.0
model_n4-1-n8-1-p-avg-up-upsample-add-sum-skip1,"[4, 4, 8]",2,256.0,892,1,avg,upsample,sum,1,0.029187753361960254,0.02524990774691105,0.026670837309211493,0.993234261873764,0.9892370463755394,0.9917491515384081,0.9892370463755396,0.993234261873764,0.9917491515384081,0.0,0.0,0.0
model_n4-1-n8-1-p-avg-up-upsample-add-sum-skip0,"[4, 4, 8]",2,256.0,884,0,avg,upsample,sum,0,0.14225278049707413,0.13757101073861122,0.14199593663215637,0.4342062278372494,0.44337805698441624,0.41331005964491874,0.44337805698441624,0.4342062278372494,0.4133100596449186,0.0,0.0,0.0
model_n4-1-n8-1-p-avg-up-transpose-add-cat-skip1,"[4, 4, 8]",2,256.0,1084,1,avg,transpose,cat,1,0.019500682471940915,0.0154222440905869,0.016089196782559156,0.9991478067206405,0.9947389666945906,0.9996021158064505,0.9947389666945906,0.9991478067206405,0.9996021158064505,0.0,0.0,0.0
model_n4-1-n8-1-p-avg-up-transpose-add-cat-skip0,"[4, 4, 8]",2,256.0,988,0,avg,transpose,cat,0,0.14209332019090654,0.13602502271533012,0.1394047662615776,0.3931276230018909,0.3977625454580401,0.3674673388605908,0.39776254545804,0.39312762300189086,0.3674673388605908,0.0,0.0,0.0
model_n4-1-n8-1-p-avg-up-transpose-add-sum-skip1,"[4, 4, 8]",2,256.0,988,1,avg,transpose,sum,1,0.025722083759804566,0.02343560755252838,0.0232399869710207,0.9937677500841003,0.991905637771739,0.991263660713615,0.991905637771739,0.9937677500841003,0.991263660713615,0.0,0.0,0.0
model_n4-1-n8-1-p-avg-up-transpose-add-sum-skip0,"[4, 4, 8]",2,256.0,988,0,avg,transpose,sum,0,0.14209332019090654,0.13602502271533012,0.1394047662615776,0.3931276230018909,0.3977625454580401,0.3674673388605908,0.39776254545804,0.39312762300189086,0.3674673388605908,0.0,0.0,0.0
model_n4-1-n8-0-p-max-up-upsample-add-cat-skip1,"[4, 4]",1,256.0,428,1,max,upsample,cat,1,0.02730197962373495,0.02632792480289936,0.02706717001274228,0.9994697833006008,0.9994870470062303,0.9995534482709233,0.9994870470062303,0.9994697833006008,0.9995534482709233,0.0,0.0,0.0
model_n4-1-n8-0-p-max-up-upsample-add-cat-skip0,"[4, 4]",1,256.0,380,0,max,upsample,cat,0,0.1223978358010451,0.11908216774463654,0.1230400800704956,0.5161997239029071,0.5150353332539734,0.4803649144464782,0.5150353332539734,0.5161997239029071,0.4803649144464782,0.0,0.0,0.0
model_n4-1-n8-0-p-max-up-upsample-add-sum-skip1,"[4, 4]",1,256.0,400,1,max,upsample,sum,1,0.036909186840057374,0.034816802479326725,0.03419259935617447,0.9961630429285548,0.9955694899646816,0.9977306704497872,0.9955694899646816,0.9961630429285548,0.9977306704497872,0.0,0.0,0.0
model_n4-1-n8-0-p-max-up-upsample-add-sum-skip0,"[4, 4]",1,256.0,380,0,max,upsample,sum,0,0.12239792570471764,0.11907658725976944,0.12303116172552109,0.5135041308992084,0.5153030927051787,0.479306296279706,0.5153030927051787,0.5135041308992084,0.479306296279706,0.0,0.0,0.0
model_n4-1-n8-0-p-max-up-transpose-add-cat-skip1,"[4, 4]",1,256.0,480,1,max,transpose,cat,1,0.008878760536511739,0.007758764666505158,0.00798678444698453,0.9999182844097201,0.999666756824409,0.9995666923288675,0.999666756824409,0.9999182844097201,0.9995666923288675,0.0,0.0,0.0
model_n4-1-n8-0-p-max-up-transpose-add-cat-skip0,"[4, 4]",1,256.0,432,0,max,transpose,cat,0,0.1093134621779124,0.10413414612412453,0.1093573197722435,0.5389491352229097,0.5527090605953002,0.5130998295156127,0.5527090605953002,0.5389491352229097,0.5130998295156127,0.0,0.0,0.0
model_n4-1-n8-0-p-max-up-transpose-add-sum-skip1,"[4, 4]",1,256.0,432,1,max,transpose,sum,1,0.03820228079954783,0.03722842875868082,0.0356669994071126,0.999469503775902,0.9988866617499009,0.9996572877271587,0.9988866617499009,0.999469503775902,0.9996572877271587,0.0,0.0,0.0
model_n4-1-n8-0-p-max-up-transpose-add-sum-skip0,"[4, 4]",1,256.0,432,0,max,transpose,sum,0,0.1093134621779124,0.10413414612412453,0.1093573197722435,0.5389491352229097,0.5527090605953002,0.5130998295156127,0.5527090605953002,0.5389491352229097,0.5130998295156127,0.0,0.0,0.0
model_n4-1-n8-0-p-avg-up-upsample-add-cat-skip1,"[4, 4]",1,256.0,428,1,avg,upsample,cat,1,0.025826894802351792,0.024607409723103046,0.025537990033626556,0.9995504099247693,0.9993923085771607,0.9992441398213133,0.9993923085771607,0.9995504099247693,0.9992441398213133,0.0,0.0,0.0
model_n4-1-n8-0-p-avg-up-upsample-add-cat-skip0,"[4, 4]",1,256.0,380,0,avg,upsample,cat,0,0.11734543293714524,0.11347394809126854,0.11640301160514355,0.5172991960821655,0.534463149291143,0.5177405650009169,0.534463149291143,0.5172991960821655,0.5177405650009169,0.0,0.0,0.0
model_n4-1-n8-0-p-avg-up-upsample-add-sum-skip1,"[4, 4]",1,256.0,400,1,avg,upsample,sum,1,0.03532854827741782,0.03351823892444372,0.032542480155825615,0.9958369900088478,0.9949537542597525,0.9980269889453293,0.9949537542597525,0.9958369900088478,0.9980269889453293,0.0,0.0,0.0
model_n4-1-n8-0-p-avg-up-upsample-add-sum-skip0,"[4, 4]",1,256.0,380,0,avg,upsample,sum,0,0.11737254361311594,0.11353019252419472,0.11640451103448868,0.5170510328050066,0.5352047738939122,0.5180723387940345,0.5352047738939122,0.5170510328050066,0.5180723387940345,0.0,0.0,0.0
model_n4-1-n8-0-p-avg-up-transpose-add-cat-skip1,"[4, 4]",1,256.0,480,1,avg,transpose,cat,1,0.008243167167529463,0.007231774856336415,0.007297740434296429,0.9997955566956089,0.9998885766625526,0.9999242074090617,0.9998885766625526,0.9997955566956089,0.9999242074090617,0.0,0.0,0.0
model_n4-1-n8-0-p-avg-up-transpose-add-cat-skip0,"[4, 4]",1,256.0,432,0,avg,transpose,cat,0,0.11308750684062639,0.108226353302598,0.11311972886323929,0.5326552917982423,0.5398779939934543,0.5100675646072997,0.5398779939934543,0.5326552917982423,0.5100675646072997,0.0,0.0,0.0
model_n4-1-n8-0-p-avg-up-transpose-add-sum-skip1,"[4, 4]",1,256.0,432,1,avg,transpose,sum,1,0.04331085594991843,0.04206525068730116,0.04092029668390751,0.9979556788742219,0.9982962173679735,0.9992324379764552,0.9982962173679735,0.9979556788742219,0.9992324379764552,0.0,0.0,0.0
model_n4-1-n8-0-p-avg-up-transpose-add-sum-skip0,"[4, 4]",1,256.0,432,0,avg,transpose,sum,0,0.11308750684062639,0.108226353302598,0.11311972886323929,0.5326552917982423,0.5398779939934543,0.5100675646072997,0.5398779939934543,0.5326552917982423,0.5100675646072997,0.0,0.0,0.0
model_n4-0-n8-2-p-max-up-upsample-add-cat-skip1,"[4, 8, 8]",2,256.0,1748,1,max,upsample,cat,1,0.0821681909263134,0.07498480193316936,0.07458682172000408,0.7643912583072631,0.755552898018473,0.7794636377773138,0.755552898018473,0.7643912583072631,0.7794636377773139,0.0,0.0,0.0
model_n4-0-n8-2-p-max-up-upsample-add-cat-skip0,"[4, 8, 8]",2,256.0,1508,0,max,upsample,cat,0,0.1482879082361857,0.14209432527422905,0.14773441851139069,0.36412754795387114,0.3758447143966712,0.3556666083749189,0.3758447143966712,0.36412754795387114,0.3556666083749189,0.0,0.0,0.0
model_n4-0-n8-2-p-max-up-upsample-add-sum-skip1,"[4, 8, 8]",2,256.0,1568,1,max,upsample,sum,1,0.007189217597867051,0.0064105241326615214,0.006656534620560706,0.9996378790029887,0.9997809599144146,0.9999622071050642,0.9997809599144146,0.9996378790029887,0.9999622071050642,0.0,0.0,0.0
model_n4-0-n8-2-p-max-up-upsample-add-sum-skip0,"[4, 8, 8]",2,256.0,1508,0,max,upsample,sum,0,0.14799502789974212,0.14238830283284187,0.14756858348846436,0.35722476401717784,0.3771276885303723,0.35595706273209354,0.37712768853037226,0.35722476401717784,0.35595706273209354,0.0,0.0,0.0
model_n4-0-n8-2-p-max-up-transpose-add-cat-skip1,"[4, 8, 8]",2,256.0,2000,1,max,transpose,cat,1,0.05417376297215621,0.05305072292685509,0.05571858026087284,0.8843059185658413,0.8907844908214891,0.8818478276259495,0.8907844908214891,0.8843059185658414,0.8818478276259495,0.0,0.0,0.0
model_n4-0-n8-2-p-max-up-transpose-add-cat-skip0,"[4, 8, 8]",2,256.0,1760,0,max,transpose,cat,0,0.12222172419230143,0.11606655456125736,0.11949612759053707,0.46450892073280536,0.4707808264095283,0.46750769536386155,0.4707808264095283,0.46450892073280536,0.46750769536386155,0.0,0.0,0.0
model_n4-0-n8-2-p-max-up-transpose-add-sum-skip1,"[4, 8, 8]",2,256.0,1760,1,max,transpose,sum,1,0.05386877829829852,0.051449635066092014,0.052812290377914906,0.761726573276029,0.7723313449820247,0.7532385933491657,0.7723313449820247,0.761726573276029,0.7532385933491657,0.0,0.0,0.0
model_n4-0-n8-2-p-max-up-transpose-add-sum-skip0,"[4, 8, 8]",2,256.0,1760,0,max,transpose,sum,0,0.12222172419230143,0.11606655456125736,0.11949612759053707,0.46450892073280536,0.4707808264095283,0.46750769536386155,0.4707808264095283,0.46450892073280536,0.46750769536386155,0.0,0.0,0.0
model_n4-0-n8-2-p-avg-up-upsample-add-cat-skip1,"[4, 8, 8]",2,256.0,1748,1,avg,upsample,cat,1,0.09175669848918915,0.08519761823117733,0.08490427769720554,0.703675604847081,0.6896243910606139,0.7159242213272212,0.6896243910606139,0.703675604847081,0.7159242213272212,0.0,0.0,0.0
model_n4-0-n8-2-p-avg-up-upsample-add-cat-skip0,"[4, 8, 8]",2,256.0,1508,0,avg,upsample,cat,0,0.13999663641055424,0.13567344471812248,0.1423676423728466,0.4116034096365875,0.4364081358315081,0.3909760634010524,0.4364081358315081,0.4116034096365875,0.3909760634010524,0.0,0.0,0.0
model_n4-0-n8-2-p-avg-up-upsample-add-sum-skip1,"[4, 8, 8]",2,256.0,1568,1,avg,upsample,sum,1,0.0065903617069125175,0.006059950334019959,0.006350159994326532,0.9999196529005303,0.999855478134167,0.9997558636046131,0.999855478134167,0.9999196529005303,0.9997558636046131,0.0,0.0,0.0
model_n4-0-n8-2-p-avg-up-upsample-add-sum-skip0,"[4, 8, 8]",2,256.0,1508,0,avg,upsample,sum,0,0.13951391279697417,0.1349819153547287,0.14161965996026993,0.40951579539181027,0.43643089952626224,0.3929278377430893,0.43643089952626224,0.40951579539181027,0.3929278377430893,0.0,0.0,0.0
model_n4-0-n8-2-p-avg-up-transpose-add-cat-skip1,"[4, 8, 8]",2,256.0,2000,1,avg,transpose,cat,1,0.05105471760034561,0.04993405006825924,0.05233819503337145,0.9092216494928355,0.9094404657179741,0.9017490563536886,0.9094404657179741,0.9092216494928355,0.9017490563536886,0.0,0.0,0.0
model_n4-0-n8-2-p-avg-up-transpose-add-cat-skip0,"[4, 8, 8]",2,256.0,1760,0,avg,transpose,cat,0,0.12144247119625409,0.11673360504209995,0.12027212604880333,0.4624852654430626,0.4728465437692135,0.44992583338062064,0.4728465437692135,0.4624852654430626,0.44992583338062064,0.0,0.0,0.0
model_n4-0-n8-2-p-avg-up-transpose-add-sum-skip1,"[4, 8, 8]",2,256.0,1760,1,avg,transpose,sum,1,0.05152094264825185,0.04931964632123709,0.05062460247427225,0.774651273319474,0.7795337788288632,0.7697065365131561,0.7795337788288633,0.774651273319474,0.7697065365131561,0.0,0.0,0.0
model_n4-0-n8-2-p-avg-up-transpose-add-sum-skip0,"[4, 8, 8]",2,256.0,1760,0,avg,transpose,sum,0,0.12144247119625409,0.11673360504209995,0.12027212604880333,0.4624852654430626,0.4728465437692135,0.44992583338062064,0.4728465437692135,0.4624852654430626,0.44992583338062064,0.0,0.0,0.0
model_n4-0-n8-1-p-max-up-upsample-add-cat-skip1,"[4, 8]",1,512.0,692,1,max,upsample,cat,1,0.018353465696175894,0.018311571329832077,0.01901749148964882,0.9979567678403333,0.9987983991143506,0.9992711053784673,0.9987983991143506,0.9979567678403333,0.9992711053784673,0.0,0.0,0.0
model_n4-0-n8-1-p-max-up-upsample-add-cat-skip0,"[4, 8]",1,512.0,644,0,max,upsample,cat,0,0.150557911892732,0.14160503819584846,0.1458442658185959,0.39482141342343785,0.39319207649623894,0.3983607186186406,0.39319207649623894,0.3948214134234378,0.3983607186186406,0.0,0.0,0.0
model_n4-0-n8-1-p-max-up-upsample-add-sum-skip1,"[4, 8]",1,512.0,632,1,max,upsample,sum,1,0.016046845788757005,0.013579559279605746,0.014419474173337221,0.9957161898349445,0.9937654104526712,0.9972589176605264,0.9937654104526712,0.9957161898349445,0.9972589176605264,0.0,0.0,0.0
model_n4-0-n8-1-p-max-up-upsample-add-sum-skip0,"[4, 8]",1,512.0,644,0,max,upsample,sum,0,0.15051051278909047,0.14164021983742714,0.14589816704392433,0.39785291830721364,0.39362478723058925,0.39772189465132374,0.39362478723058925,0.39785291830721364,0.39772189465132374,0.0,0.0,0.0
model_n4-0-n8-1-p-max-up-transpose-add-cat-skip1,"[4, 8]",1,512.0,744,1,max,transpose,cat,1,0.04091189329822858,0.037628392688930035,0.03979124501347542,0.9114249028482421,0.9077085456725928,0.9035563130251754,0.9077085456725928,0.9114249028482421,0.9035563130251754,0.0,0.0,0.0
model_n4-0-n8-1-p-max-up-transpose-add-cat-skip0,"[4, 8]",1,512.0,696,0,max,transpose,cat,0,0.09854037960370382,0.09664077870547771,0.09875906445086002,0.7175634028997648,0.7219599374497686,0.7062368732305364,0.7219599374497686,0.7175634028997648,0.7062368732305365,0.0,0.0,0.0
model_n4-0-n8-1-p-max-up-transpose-add-sum-skip1,"[4, 8]",1,512.0,696,1,max,transpose,sum,1,0.015387359447777272,0.013411311898380518,0.013885198393836617,0.9992688864192427,0.9991884254186353,0.9995382318614372,0.9991884254186353,0.9992688864192427,0.9995382318614372,0.0,0.0,0.0
model_n4-0-n8-1-p-max-up-transpose-add-sum-skip0,"[4, 8]",1,512.0,696,0,max,transpose,sum,0,0.09854037960370382,0.09664077870547771,0.09875906445086002,0.7175634028997648,0.7219599374497686,0.7062368732305364,0.7219599374497686,0.7175634028997648,0.7062368732305365,0.0,0.0,0.0
model_n4-0-n8-1-p-avg-up-upsample-add-cat-skip1,"[4, 8]",1,512.0,692,1,avg,upsample,cat,1,0.017061777661244074,0.017028924077749252,0.017965796869248152,0.9983637269089076,0.9992582883999028,0.9999348279457768,0.9992582883999028,0.9983637269089076,0.9999348279457768,0.0,0.0,0.0
model_n4-0-n8-1-p-avg-up-upsample-add-cat-skip0,"[4, 8]",1,512.0,644,0,avg,upsample,cat,0,0.15487644871075948,0.14685726165771484,0.14920572936534882,0.371796817112392,0.3735635731271506,0.37970029815691764,0.3735635731271506,0.371796817112392,0.37970029815691764,0.0,0.0,0.0
model_n4-0-n8-1-p-avg-up-upsample-add-sum-skip1,"[4, 8]",1,512.0,632,1,avg,upsample,sum,1,0.018653103895485402,0.015606430592015386,0.016342817340046167,0.9894713930172159,0.9885122733215506,0.9938192105137978,0.9885122733215506,0.9894713930172159,0.9938192105137978,0.0,0.0,0.0
model_n4-0-n8-1-p-avg-up-upsample-add-sum-skip0,"[4, 8]",1,512.0,644,0,avg,upsample,sum,0,0.15489279727141061,0.1468549631536007,0.1491665467619896,0.3724858004705228,0.3739185847118576,0.37681103072477684,0.37391858471185757,0.3724858004705228,0.37681103072477684,0.0,0.0,0.0
